case:concept:name,simulation_index,recommended_activity,recommended_resource,first_batch,match_recommendation,status
20191008827,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191008833,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191008838,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191008840,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191008846,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191008862,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191008891,1,Evaluating Request (WITH registered letter),00594,Service closure Request with BO responsibility / BOC,False,ok
20191008913,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191008924,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191008932,1,Pending Request for acquittance of heirs,BOC,Pending Request for acquittance of heirs / BOC,True,ok
20191008940,1,Pending Request for Reservation Closure,SDCRAP,Pending Request for Reservation Closure / SDCRAP,True,ok
20191008960,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191008965,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191008973,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191008981,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191008983,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191008985,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191008989,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191008994,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191008995,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191009007,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009021,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009058,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191009071,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009078,1,Service closure Request with network responsibility,00767,Service closure Request with network responsibility / 00767,True,ok
20191009080,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191009081,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009087,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009105,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009106,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191009120,1,Service closure Request with BO responsibility,00835,Service closure Request with BO responsibility / 00835,True,ok
20191009140,1,Authorization Requested,00501,Authorization Requested / 00501,True,ok
20191009168,1,Evaluating Request (WITH registered letter),00057,Authorization Requested / 00427,False,ok
20191009183,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191009224,1,Authorization Requested,00590,Authorization Requested / 00590,True,ok
20191009239,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009269,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009273,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009284,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009285,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009303,1,Service closure Request with BO responsibility,00835,Service closure Request with BO responsibility / 00835,True,ok
20191009316,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009322,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009331,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009378,1,Authorization Requested,00147,Authorization Requested / 00147,True,ok
20191009379,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191009382,1,Authorization Requested,00147,Authorization Requested / 00147,True,ok
20191009391,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191009423,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009426,1,Evaluating Request (WITH registered letter),00147,Service closure Request with BO responsibility / BOC,False,ok
20191009436,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191009437,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191009442,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009443,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009445,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009465,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191009485,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009496,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009505,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191009519,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191009524,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009525,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191009535,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191009542,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191009581,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009585,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009592,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009599,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009616,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191009626,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009630,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009638,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER | Pending Liquidation Request / BOC,True,ok
20191009677,1,Authorization Requested,00147,Authorization Requested / 00147,True,ok
20191009680,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191009681,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191009686,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191009711,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER | Pending Liquidation Request / BOC,True,ok
20191009713,1,Authorization Requested,00594,Authorization Requested / 00594,True,ok
20191009721,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009722,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009727,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191009734,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191009739,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009759,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009788,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191009789,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009797,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191009815,1,Pending Request for acquittance of heirs,BOC,Pending Request for acquittance of heirs / BOC,True,ok
20191009817,1,Evaluating Request (WITH registered letter),00401,Authorization Requested / 00400,False,ok
20191009819,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191009830,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009831,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009836,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009841,1,Authorization Requested,00441,Authorization Requested / 00441,True,ok
20191009850,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191009868,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009939,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009945,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191009948,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009969,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191009973,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009979,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191009982,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191009984,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010024,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010030,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010039,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010046,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010048,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010053,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010054,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010056,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010059,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191010079,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010088,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010116,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010121,1,Evaluating Request (WITH registered letter),00594,Evaluating Request (WITH registered letter) / 00594,True,ok
20191010124,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010126,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010151,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010155,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010159,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010179,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010185,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010206,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010208,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191010213,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010218,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010237,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010241,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191010250,1,Service closure Request with BO responsibility,00848,Service closure Request with BO responsibility / 00848,True,ok
20191010271,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010273,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010278,1,Evaluating Request (WITH registered letter),00045,Service closure Request with BO responsibility / BOC,False,ok
20191010279,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010281,1,Service closure Request with network responsibility,00767,Service closure Request with network responsibility / 00767 | Service closure Request with BO responsibility / BOC,True,ok
20191010286,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010289,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010292,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010296,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010299,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010305,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010322,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010328,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010329,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191010335,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010347,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010350,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010367,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010394,1,Pending Request for acquittance of heirs,BOC,Pending Request for acquittance of heirs / BOC,True,ok
20191010408,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010411,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010414,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010418,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191010421,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010430,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010433,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010448,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191010483,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191010484,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010497,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191010506,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191010510,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010512,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191010514,1,Evaluating Request (WITH registered letter),00147,Service closure Request with BO responsibility / BOC,False,ok
20191010516,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010529,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010532,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010543,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010555,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191010563,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010564,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010565,1,Service closure Request with BO responsibility,00849,Service closure Request with BO responsibility / 00849,True,ok
20191010567,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010580,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191010582,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010585,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010593,1,Evaluating Request (WITH registered letter),00594,Evaluating Request (WITH registered letter) / 00594,True,ok
20191010600,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010603,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191010606,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010609,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010610,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010611,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191010613,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010619,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010620,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010628,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010631,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191010640,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010647,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010699,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / 00302,True,ok
20191010712,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / NotDef,True,ok
20191010724,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010725,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010733,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010745,1,Pending Request for acquittance of heirs,BOC,Pending Request for acquittance of heirs / BOC,True,ok
20191010749,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010754,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010755,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010764,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191010782,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010795,1,Service closure Request with network responsibility,00501,Service closure Request with network responsibility / 00501 | Service closure Request with BO responsibility / BOC,True,ok
20191010801,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010808,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010818,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191010820,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010821,1,Pending Request for Reservation Closure,SDCRAP,Pending Request for Reservation Closure / SDCRAP,True,ok
20191010841,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010843,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191010846,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010862,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010875,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191010878,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010879,1,Service closure Request with BO responsibility,00850,Service closure Request with BO responsibility / 00850,True,ok
20191010881,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010888,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010896,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010902,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191010904,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010911,1,Evaluating Request (WITH registered letter),00594,Authorization Requested / 00275,False,ok
20191010920,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / 00753,True,ok
20191010932,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010936,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010937,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010950,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191010976,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010981,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191010988,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191010991,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191010994,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191011006,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191011012,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011018,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011019,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011026,1,Pending Request for Reservation Closure,SDCRAP,Pending Request for Reservation Closure / SDCRAP,True,ok
20191011033,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011038,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011044,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191011051,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011054,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011057,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191011062,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191011067,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011069,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011070,1,Service closure Request with BO responsibility,BOC,Service closure Request with BO responsibility / BOC,True,ok
20191011071,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191011098,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011113,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011125,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191011126,1,Service closure Request with BO responsibility,00835,Service closure Request with BO responsibility / 00835,True,ok
20191011127,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011128,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011143,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011155,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011157,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011158,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011161,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011173,1,Service closure Request with network responsibility,00501,Service closure Request with network responsibility / 00501,True,ok
20191011176,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011177,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011178,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191011196,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191011207,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011209,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011211,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011221,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011225,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011232,1,Evaluating Request (WITH registered letter),00147,Pending Request for Reservation Closure / BOC,False,ok
20191011258,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011264,1,Pending Request for Reservation Closure,SDCRAP,Pending Request for Reservation Closure / SDCRAP,True,ok
20191011267,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011272,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011273,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011277,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011291,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191011292,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011306,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191011315,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011319,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191011321,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011322,1,Pending Request for acquittance of heirs,BOC,Pending Request for acquittance of heirs / BOC,True,ok
20191011325,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011353,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011354,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / NotDef,True,ok
20191011355,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191011356,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / 00629,True,ok
20191011357,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / 00403 | Service closure Request with BO responsibility / BOC,True,ok
20191011358,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Evaluating Request (NO registered letter) / 00075,True,ok
20191011359,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / 00201,True,ok
20191011360,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / 00651,True,ok
20191011361,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Request deleted / NotDef,True,ok
20191011362,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Request deleted / NotDef,True,ok
20191011363,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / 00491 | Authorization Requested / 00341,True,ok
20191011364,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Evaluating Request (NO registered letter) / 00695,True,ok
20191011365,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011366,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Evaluating Request (NO registered letter) / 00643 | Service closure Request with network responsibility / NotDef,True,ok
20191011367,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / 00465,True,ok
20191011368,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / 00382,True,ok
20191011369,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Request deleted / NotDef,True,ok
20191011370,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191011371,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / 00507,True,ok
20191011372,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
