iter	R2	MAE
1723	0.7314352508	0.09058351293
1724	0.7314360817	0.0905828882
1725	0.7314594536	0.09057730611
1726	0.7314741539	0.09057402571
1727	0.7316381918	0.0905443221
1728	0.7316874068	0.09053134579
1729	0.7316965739	0.09052789182
1730	0.7318221717	0.09049523637
1731	0.7318475715	0.09048537706
1732	0.7319090559	0.090474317
1733	0.7319509993	0.0904667682
1734	0.7320307299	0.09044877443
1735	0.7320568087	0.09044016934
1736	0.7320632606	0.09043592403
1737	0.7320741153	0.09043249651
1738	0.7321520213	0.09040250477
1739	0.7321733814	0.09039334191
1740	0.7322067049	0.09038326642
1741	0.73223914	0.0903669648
1742	0.7322872162	0.09035133828
1743	0.73239063	0.09032726554
1744	0.7324229712	0.09031415434
1745	0.7324667684	0.09029980552
1746	0.7325039391	0.09028804033
1747	0.7325047116	0.09028701351
1748	0.7325365397	0.0902783566
1749	0.7325549781	0.09026935348
1750	0.7326018698	0.09024826532
1751	0.7327313469	0.09021708305
1752	0.7327481837	0.09020044533
1753	0.7328209543	0.09018995654
1754	0.7329606612	0.09015203754
1755	0.7333423911	0.09006423997
1756	0.7333450674	0.09006179628
1757	0.7333457713	0.09005909851
1758	0.7333577793	0.09005583243
1759	0.7334342068	0.09003748722
1760	0.7335117502	0.09001389224
1761	0.7335121911	0.09001339835
1762	0.7336782194	0.08999073014
1763	0.7337532485	0.08997720714
1764	0.7337534657	0.08997643381
1765	0.7337875461	0.08996600705
1766	0.733815314	0.08995668321
1767	0.7338250555	0.08995430937
1768	0.7338454773	0.08994590249
1769	0.7338454456	0.08994563062
1770	0.7338710461	0.08993562936
1771	0.733876534	0.0899310295
1772	0.7340556405	0.08988162208
1773	0.7343056705	0.08981844101
1774	0.7343628933	0.08980594321
1775	0.7343789876	0.08980081776
1776	0.7343888778	0.08979661191
1777	0.7343932915	0.08979227012
1778	0.7344090742	0.0897878919
1779	0.7344228622	0.08978255668
1780	0.7344260657	0.0897807901
1781	0.7344626983	0.08976474904
1782	0.7344666314	0.08976256495
1783	0.7345626254	0.08972938763
1784	0.7345668469	0.08972531233
1785	0.734592694	0.08971817394
1786	0.7345994338	0.08971287013
1787	0.7347302756	0.08968606767
1788	0.734755274	0.08967547323
1789	0.7347859004	0.08966451256
1790	0.7348115947	0.08965186023
1791	0.7348378931	0.08964386303
1792	0.7350176179	0.08959461164
1793	0.7350412973	0.08958438311
1794	0.7350501855	0.08958135304
1795	0.7350531606	0.08957888056
1796	0.7351263105	0.08956587729
1797	0.7352462914	0.08953333881
1798	0.7352803026	0.08952334537
1799	0.7353081308	0.08951448706
1800	0.7353337557	0.08950331649
1801	0.7353755457	0.08949171176
1802	0.7354119104	0.08947763135
1803	0.7355888527	0.089437982
1804	0.7356106197	0.08942660835
1805	0.7356400863	0.08941656003
1806	0.7356766887	0.08940833134
1807	0.7356957701	0.08940333469
1808	0.7357280473	0.08938881953
1809	0.7357310422	0.08938787087
1810	0.735742374	0.08938087742
1811	0.7358309689	0.08936135652
1812	0.7358338611	0.08936031576
1813	0.7358755805	0.0893530876
1814	0.7359440715	0.08933610413
1815	0.7359672056	0.08932861096
1816	0.7360151255	0.08932595612
1817	0.7362040517	0.08927223357
1818	0.7362304936	0.08926281152
1819	0.7362858257	0.08925146066
1820	0.7363136649	0.08923973745
1821	0.7363186983	0.08923602246
1822	0.7363652609	0.08922306625
1823	0.7364605979	0.08919504641
1824	0.736494524	0.08918457026
1825	0.7365405925	0.089174828
1826	0.7365407215	0.08917386602
1827	0.7365426153	0.08917172469
1828	0.7365562569	0.08916629015
1829	0.7365624773	0.08916336868
1830	0.7365681118	0.08915712037
1831	0.7367392732	0.08910585705
1832	0.7367574779	0.0890920752
1833	0.7368653065	0.08906483547
1834	0.7368712533	0.08905983106
1835	0.7368869592	0.08905394908
1836	0.7370051152	0.08903700676
1837	0.7370520094	0.08902860303
1838	0.737099089	0.08901012832
1839	0.7371121388	0.08900280965
1840	0.7371592925	0.08899024097
1841	0.737180673	0.08898015416
1842	0.7372049433	0.08896843297
1843	0.7372478391	0.08894752783
1844	0.7372590904	0.08894156795
1845	0.7373276795	0.08892078397
1846	0.7374210561	0.08889366284
1847	0.7375637261	0.08886580696
1848	0.7377951938	0.08883249528
1849	0.7379500793	0.08879664581
1850	0.7379554294	0.08879423362
1851	0.7379548283	0.08879343553
1852	0.7380131915	0.08877696592
1853	0.7381572414	0.08873554265
1854	0.7381674138	0.08873098486
1855	0.7381985982	0.08871884064
1856	0.7382252886	0.08870428918
1857	0.7382309377	0.08870098506
1858	0.7382470873	0.08869209204
1859	0.7382684648	0.08868074027
1860	0.7382809743	0.08867446771
1861	0.7383064549	0.08866395663
1862	0.7383098765	0.08865713402
1863	0.7383528873	0.08864353923
1864	0.7383825732	0.08863082184
1865	0.7384072365	0.08861845997
1866	0.7385270725	0.0885996469
1867	0.7386176917	0.08857703277
1868	0.7386465576	0.08856570172
1869	0.7386666636	0.08855841252
1870	0.7386738326	0.08855626854
1871	0.7386761562	0.08855415043
1872	0.7387203401	0.08853939158
1873	0.738732329	0.08853395616
1874	0.7387471722	0.08852759384
1875	0.7388218745	0.08850296833
1876	0.7388259533	0.08849967403
1877	0.738843492	0.08848806485
1878	0.7388479001	0.08848546298
1879	0.7388822486	0.08847761742
1880	0.7389622295	0.08844985588
1881	0.7390310972	0.08842680677
1882	0.7390397718	0.08841942269
1883	0.7390761122	0.08841030801
1884	0.7391117668	0.08839569234
1885	0.7391249552	0.08838960072
1886	0.7391931846	0.08837072062
1887	0.7392122463	0.08836447668
1888	0.7392224164	0.08835875719
1889	0.7393039366	0.08833557729
1890	0.7393440201	0.08832009774
1891	0.7393616807	0.088316855
1892	0.7393750626	0.08831050245
1893	0.7393900596	0.08830489296
1894	0.7393962088	0.08830225225
1895	0.7394041478	0.08829884959
1896	0.7394308028	0.08828997863
1897	0.7395016397	0.08827193189
1898	0.7396030576	0.0882392293
1899	0.7396838716	0.08822108202
1900	0.7396993968	0.08821208864
1901	0.7397488694	0.08819672941
1902	0.7399655568	0.08814284254
1903	0.7400020317	0.0881316395
1904	0.7400087381	0.08812914434
1905	0.7400168585	0.08812336277
1906	0.7400186601	0.0881208592
1907	0.7400647871	0.08810769654
1908	0.7400967892	0.08809345571
1909	0.7401501931	0.08808457145
1910	0.740208217	0.08805770683
1911	0.7402371337	0.08804999654
1912	0.7402559371	0.08804264709
1913	0.740278664	0.08803207267
1914	0.7402846012	0.08802986195
1915	0.7402854164	0.08802890016
1916	0.7403532875	0.08800886535
1917	0.7403555068	0.08800685975
1918	0.7403601932	0.08800131094
1919	0.7405459471	0.08796807814
1920	0.7406147131	0.08795252123
1921	0.7406235064	0.08794772063
1922	0.7406348864	0.0879422166
1923	0.740670416	0.08793039765
1924	0.7406819838	0.08792350093
1925	0.7408247803	0.08789940638
1926	0.740988331	0.08785795746
1927	0.7409971299	0.08784852839
1928	0.7410215098	0.08783859608
1929	0.7410255782	0.08783398576
1930	0.74110073	0.08781395755
1931	0.7411079773	0.08781136661
1932	0.7411471635	0.08779954237
1933	0.7411904729	0.08779396221
1934	0.7412312711	0.08778353153
1935	0.74126091	0.08776748353
1936	0.7413934942	0.08773912195
1937	0.74151251	0.08771134354
1938	0.7415391357	0.08770397547
1939	0.7415460137	0.08769911125
1940	0.7415518266	0.08769518386
1941	0.7416306345	0.08767134174
1942	0.7416522475	0.08766905042
1943	0.7416586381	0.08766550069
1944	0.7417370635	0.08764880781
1945	0.7417458071	0.08764271194
1946	0.7417576014	0.08763768426
1947	0.7419188251	0.08760369986
1948	0.7419223787	0.08760056196
1949	0.7420106853	0.08758045178
1950	0.7420577038	0.0875704572
1951	0.7420596238	0.0875688359
1952	0.7420667	0.08756595601
1953	0.7420677963	0.08756457375
1954	0.742077224	0.08755994192
1955	0.742106702	0.08755076859
1956	0.7421390832	0.08754385273
1957	0.7421810606	0.08753049481
1958	0.7421961597	0.08752624102
1959	0.7422989487	0.08750065632
1960	0.7423489168	0.08748988847
1961	0.7423492773	0.08748802446
1962	0.7423638664	0.08748153927
1963	0.7424181591	0.0874699169
1964	0.7424457382	0.08746028363
1965	0.7424721881	0.08744701635
1966	0.7425091192	0.08743558781
1967	0.7425123125	0.08743354547
1968	0.7425239465	0.08742956379
1969	0.7425464318	0.08741944611
1970	0.742661703	0.08739593021
1971	0.7427180402	0.08738375356
1972	0.7427221497	0.08738153508
1973	0.7427507035	0.08736973949
1974	0.7427703327	0.08736258588
1975	0.7428922537	0.08732933794
1976	0.7429914412	0.08729992441
1977	0.7430065167	0.08729181697
1978	0.7430544596	0.08727021714
1979	0.7430683111	0.08726595181
1980	0.7430906505	0.08726014266
1981	0.743117721	0.08725258685
1982	0.7431342901	0.0872449029
1983	0.7432202145	0.08722983794
1984	0.7432967177	0.08720939212
1985	0.7433147143	0.08720461984
1986	0.7433223057	0.08719921753
1987	0.7433375517	0.0871915236
1988	0.743380396	0.08718041625
1989	0.7433984983	0.08717442393
1990	0.7434068823	0.08717065842
1991	0.7435635933	0.08713343146
1992	0.7435860434	0.08712377942
1993	0.7435871458	0.08712348115
1994	0.7436239189	0.08711181647
1995	0.7436563376	0.08710139231
1996	0.7436384168	0.08709917229
1997	0.7436500572	0.08709343396
1998	0.743686523	0.08708035092
1999	0.7437117289	0.08706789994
